serial,qa,qb,actualage,qc1,qc2,qe,qf,q1,q2,q3,q4,q5,q6,q7,q81,q82,q83,q84,q85,q86,q87,q88,q89,q9,q10,q11,q121,q122,q123,q124,q125,q126,q127,q128,q129,q13,q13n,q14,q14n,q15,q15n,q16,q16n,q17,q17n,q18,q18n,q19,q19n,q20,q20n,q21,q21n,q22,q23,q24,q2501,q2502,q2503,q2504,q2505,q2506,q2507,q2508,q2509,q2510,q26_1_3,q26_1_4,q26_2_1,q26_2_2,q27,q28,q29,q30_1,q30_2,q30_3,q30_4,q30_5,q30_6,q36,q37,q38,q39,q52,q53_5,qg,qh,qi,qj
820,2,2,34,26,2,1,8,3,2,4,2,6,3,2,1,0,0,0,0,0,0,0,0,NA,1,6,0,0,1,0,0,0,0,0,0,2,600,5,260,4,200,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,6,5,5,2,1,0,0,0,0,0,0,0,0,0,7,NA,6,NA,5,5,7,4,4,4,3,4,4,2,4,4,3,4,5,4,8,2,2
821,1,5,61,4,3,1,4,3,1,3,1,2,22,6,1,0,0,0,0,0,0,0,0,NA,1,2,0,0,0,0,0,0,0,1,0,5,1400,6,340,4,230,NA,NA,12,650,1,35,NA,NA,6,6,4,8,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,9,4,3,3,2,2,1,2,4,2,2,1,1,2,9,5,2
822,2,5,63,6,1,1,4,2,2,3,2,2,23,5,0,1,0,0,0,1,1,0,0,4,2,2,0,0,0,1,0,0,0,0,0,1,400,3,195,2,120,NA,NA,3,180,1,50,1,20,5,5,1,2,4,7,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,8,5,5,4,5,1,4,2,3,4,2,2,3,3,5,1,2
823,2,5,63,15,2,5,4,3,1,3,1,2,15,6,0,1,1,1,0,1,1,0,0,8,2,1,0,0,1,0,0,0,0,0,0,6,1500,7,360,5,280,2,1600,NA,NA,NA,NA,NA,NA,7,7,4,8,1,NA,2,0,1,1,0,0,1,0,0,1,0,NA,NA,NA,NA,4,4,5,2,5,3,2,2,4,2,4,4,5,2,2,2,2,1,2
824,1,6,71,6,1,6,4,4,2,3,1,4,1,5,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,13,NA,13,NA,13,NA,NA,NA,13,NA,13,NA,NA,NA,6,6,6,12,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,9,4,4,4,3,1,2,4,2,3,2,1,2,2,6,3,2
826,1,6,66,6,1,6,3,2,2,3,1,1,23,3,0,1,0,0,0,1,1,0,0,3,2,2,0,0,0,0,0,0,0,1,0,11,2800,7,370,3,180,NA,NA,6,329,1,64,NA,NA,8,8,3,5,6,5,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,9,3,5,3,4,1,4,3,1,3,4,1,5,3,3,3,2
827,1,3,40,16,4,1,4,4,2,4,2,4,11,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,1,0,3,900,4,240,4,210,1,800,NA,NA,NA,NA,NA,NA,6,6,1,2,4,1,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,4,2,4,2,3,1,3,2,4,3,2,3,2,2,5,5,1
829,2,6,72,17,2,6,4,4,1,4,1,2,22,3,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,1,0,0,0,0,0,13,NA,6,300,13,NA,3,2000,NA,NA,NA,NA,4,300,8,8,9,NA,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,4,3,3,2,4,6,2,3,5,1,3,1,3,3,2
830,2,3,43,16,4,2,6,3,2,3,1,2,23,6,0,1,0,0,0,1,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,2,600,13,NA,13,NA,1,500,NA,NA,NA,NA,3,250,5,5,2,3,1,NA,2,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,4,4,4,3,4,2,2,2,3,4,4,1,3,2,2,8,2
831,2,3,43,4,3,1,4,3,2,3,2,4,8,4,0,0,0,0,0,1,0,0,0,8,2,2,0,0,0,0,0,0,0,1,0,4,1200,9,450,5,260,NA,NA,6,300,2,100,NA,NA,5,5,2,4,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,2,9,1,5,3,5,1,5,4,2,3,1,1,3,2,3,5,1
832,1,3,40,18,4,3,6,3,3,3,1,2,11,3,0,0,1,0,0,1,1,0,0,3,2,1,0,0,0,0,0,0,0,1,0,1,300,5,250,2,130,1,300,NA,NA,NA,NA,NA,NA,5,5,1,2,7,NA,2,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,3,3,9,4,4,3,4,3,4,3,3,3,2,1,2,2,1,2,2
834,1,6,78,6,1,6,3,3,2,4,1,2,23,5,0,1,0,0,0,1,1,0,0,4,2,2,0,0,0,0,0,0,0,1,0,1,4,5,285,2,129,NA,NA,6,340,3,190,NA,NA,6,6,4,8,1,NA,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,9,3,4,1,3,1,2,3,4,2,5,2,1,3,3,5,2
835,2,4,49,5,4,7,3,4,1,3,1,1,22,6,0,1,0,0,0,1,1,0,0,1,2,4,0,0,0,0,0,0,0,1,0,2,600,5,270,3,170,NA,NA,NA,NA,NA,NA,7,600,12,12,7,15,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,6,5,4,3,4,2,4,3,3,4,2,1,2,1,2,3,2
836,2,2,25,6,1,1,7,2,2,3,2,7,23,7,0,0,0,1,0,1,1,1,0,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,9,NA,1,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,10,4,4,4,4,4,4,5,5,5,4,1,3,3,6,8,2
838,2,2,33,7,4,2,8,4,1,4,1,2,22,6,1,0,0,0,0,0,0,0,0,NA,2,4,0,0,0,0,0,0,0,1,0,1,50,3,150,1,50,NA,NA,NA,NA,NA,NA,1,50,4,4,4,8,1,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,9,1,5,1,3,2,2,3,2,1,5,1,1,1,5,6,2
840,2,6,72,25,2,5,6,4,2,5,2,1,23,6,0,1,1,0,0,1,1,0,0,8,2,3,0,0,0,1,0,0,0,0,0,13,NA,5,287,2,137,NA,NA,NA,NA,NA,NA,10,NA,6,6,2,4,3,3,3,0,1,1,0,0,1,0,0,0,0,NA,NA,NA,NA,3,3,10,4,2,4,3,4,2,2,3,4,2,2,2,1,2,1,2
844,2,5,60,2,4,1,3,4,3,5,1,3,23,6,0,1,1,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,13,NA,12,800,8,400,7,NA,NA,NA,NA,NA,10,NA,7,7,3,6,7,NA,2,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,9,1,5,1,4,3,3,2,3,3,3,1,3,1,3,3,2
846,2,3,41,2,4,7,4,4,2,3,2,1,10,5,0,0,0,1,0,1,1,0,0,8,2,1,0,0,0,1,0,0,0,0,0,13,NA,13,NA,13,NA,1,800,NA,NA,NA,NA,10,NA,9,9,4,8,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,4,4,4,2,2,2,2,4,4,3,1,3,1,4,5,1
847,1,6,65,4,3,5,4,2,2,3,1,1,8,5,0,1,1,0,0,1,1,0,0,4,2,2,0,0,0,0,0,0,0,1,0,13,NA,5,250,1,50,NA,NA,4,200,1,30,NA,NA,6,6,3,6,4,2,3,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,5,2,4,3,4,2,4,3,3,3,2,2,2,3,8,8,2
848,1,5,58,19,2,2,6,1,2,3,1,4,10,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,1,0,0,0,0,0,0,4,1000,2,120,1,85,1,800,NA,NA,NA,NA,NA,NA,7,7,1,2,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,2,4,4,4,3,1,3,2,2,3,2,1,NA,2,2,2,2
852,2,4,45,9,2,2,4,3,2,4,1,3,14,2,0,1,0,1,0,1,1,0,0,4,2,2,0,0,0,0,0,0,0,1,0,10,2500,8,400,4,200,NA,NA,9,450,5,250,NA,NA,7,7,3,6,6,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,3,10,4,4,4,2,2,3,2,4,3,2,1,2,2,5,5,1
853,1,6,80,15,2,6,4,4,2,4,1,2,23,6,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,1,0,13,NA,5,250,2,100,7,NA,NA,NA,NA,NA,NA,NA,12,12,5,10,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,3,4,3,4,4,4,5,2,2,4,1,2,1,3,3,2
855,2,5,64,6,1,1,5,4,2,4,1,1,22,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,1,0,0,0,0,0,12,3000,9,450,5,280,3,2500,NA,NA,NA,NA,1,50,6,6,3,6,7,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,4,4,3,1,4,5,4,3,2,4,2,1,12,8,2
856,2,5,63,6,1,5,4,2,2,3,1,1,23,6,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,1,0,0,0,0,0,5,1400,12,600,4,200,NA,NA,8,400,2,100,3,200,5,5,3,5,1,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,9,1,1,1,5,4,4,3,3,3,4,1,3,4,2,7,2
858,1,6,73,22,3,2,4,4,2,5,1,1,22,6,0,1,1,0,0,1,0,0,0,6,2,1,0,0,0,1,0,0,0,0,0,8,2000,12,2300,12,850,2,1500,NA,NA,NA,NA,8,800,5,5,3,6,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,4,5,3,5,5,4,5,2,5,4,2,3,3,1,7,3,2
860,1,3,44,17,2,1,6,2,3,4,2,4,6,4,1,0,0,0,0,0,0,0,0,NA,1,2,0,0,0,0,0,0,0,1,0,3,900,4,230,1,40,NA,NA,4,220,1,30,NA,NA,7,7,3,6,1,NA,3,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,4,6,3,4,2,2,3,3,3,4,3,2,2,1,3,8,5,1
862,2,5,58,5,4,7,3,4,1,4,2,3,23,7,0,0,0,0,0,0,0,0,1,NA,2,4,1,0,0,0,0,0,0,0,0,13,NA,13,NA,13,NA,7,NA,NA,NA,NA,NA,10,NA,5,5,6,12,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,3,4,4,3,2,2,4,2,3,5,1,1,1,12,5,2
863,1,4,50,13,3,3,6,4,1,4,2,4,9,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,1,0,0,0,0,0,0,0,2,600,3,153,3,153,1,450,1,60,1,10,NA,NA,6,6,3,6,6,1,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,1,9,1,5,1,3,5,1,5,1,5,4,1,1,1,4,2,2
865,2,5,56,5,4,2,4,4,2,3,2,3,23,6,1,0,0,0,0,0,0,0,0,NA,2,4,1,0,0,0,0,0,0,0,0,13,NA,5,280,4,245,7,NA,NA,NA,NA,NA,10,NA,14,NA,3,6,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,9,4,5,3,3,2,2,5,2,3,1,1,3,1,5,2,2
866,1,6,84,6,1,6,2,2,2,3,1,1,22,6,0,0,0,0,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,10,2500,4,200,2,120,NA,NA,8,400,2,100,NA,NA,5,5,4,8,7,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,9,4,5,3,5,4,4,2,4,3,4,1,3,2,2,1,2
870,1,6,68,12,4,1,4,4,1,3,1,3,15,6,0,1,1,1,1,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,6,1500,1,80,1,70,1,100,NA,NA,NA,NA,6,500,8,8,5,10,7,NA,3,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,4,5,6,5,4,4,2,4,3,3,1,2,3,1,3,1,4,2,2
871,2,4,51,4,3,1,4,4,2,4,2,4,23,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,1,0,0,0,0,0,6,1500,12,700,11,550,7,NA,NA,NA,NA,NA,7,600,5,5,5,10,3,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,2,5,4,5,4,4,2,4,2,2,3,2,2,2,1,5,5,1
874,1,4,46,4,3,1,7,3,2,3,1,5,6,5,0,1,0,0,0,0,1,0,0,4,2,4,0,1,0,0,0,0,0,0,0,10,2500,3,180,3,160,NA,NA,3,160,3,155,6,500,5,5,1,2,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,9,1,4,4,4,1,2,2,2,4,4,1,3,1,6,5,1
875,2,5,63,22,3,6,4,4,1,4,1,1,8,5,0,0,0,0,0,1,0,1,0,8,1,7,0,0,0,1,0,0,0,0,0,13,NA,12,600,1,50,NA,NA,NA,NA,NA,NA,2,100,12,12,8,24,1,NA,4,0,0,0,0,0,0,0,0,1,0,NA,1,NA,6,4,4,6,4,4,4,3,2,2,2,3,4,2,1,5,2,8,5,2
876,1,4,53,6,1,2,3,3,2,3,1,2,23,4,0,0,0,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,0,1,0,5,1300,7,380,13,NA,NA,NA,7,390,1,85,NA,NA,10,10,2,4,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,2,3,4,2,4,1,2,3,4,4,5,1,1,4,4,8,2
877,1,6,74,25,2,6,7,4,1,3,1,2,22,1,0,1,1,1,0,1,1,1,0,3,2,1,0,0,0,1,0,0,0,0,0,2,500,2,100,13,NA,1,500,NA,NA,NA,NA,1,10,5,5,1,2,1,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,4,5,4,4,3,1,3,3,2,3,2,1,2,1,4,3,2
882,1,6,68,7,4,5,4,3,2,3,1,1,21,6,0,1,0,0,0,0,0,0,0,1,2,4,0,0,1,0,0,0,0,0,0,12,3000,7,354,1,12,NA,NA,NA,NA,NA,NA,6,500,9,9,4,8,1,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,5,9,2,5,3,2,3,3,5,3,3,4,1,2,2,1,3,2
883,1,5,56,6,1,1,4,3,2,4,1,2,15,5,0,1,0,0,0,1,1,0,0,4,2,2,0,0,0,1,0,0,0,0,0,8,2000,4,225,4,220,NA,NA,6,320,1,95,3,200,7,7,3,5,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,2,5,2,4,3,3,1,3,3,4,3,5,2,1,2,8,5,2
884,1,6,67,4,3,6,7,4,2,4,1,2,8,5,0,1,1,0,0,1,1,0,0,4,2,2,0,0,0,0,0,0,0,1,0,8,2000,12,600,3,199,NA,NA,4,245,1,60,NA,NA,7,7,4,7,1,NA,2,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,9,2,3,2,2,2,2,4,4,4,3,3,2,3,5,3,2
885,2,5,62,21,4,1,5,4,2,5,1,4,3,5,0,1,0,0,0,0,0,0,0,2,2,7,0,0,0,1,0,0,0,0,0,12,3000,12,1100,4,246,NA,NA,NA,NA,NA,NA,2,100,6,6,6,12,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,1,NA,6,4,4,6,4,4,4,4,3,2,5,2,4,2,3,5,1,4,3,2
886,2,6,74,5,4,5,3,4,1,3,1,1,23,6,0,1,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,1,0,1,400,4,200,13,NA,NA,NA,NA,NA,NA,NA,5,400,12,12,7,16,6,1,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,1,10,1,5,3,5,1,5,2,3,3,5,2,3,1,2,2,2
888,1,3,39,5,4,1,4,4,2,4,2,3,1,4,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,1,0,0,0,0,0,8,2000,8,400,7,350,3,2500,NA,NA,NA,NA,6,500,5,5,3,6,4,4,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,5,4,4,3,4,3,2,3,3,1,1,2,2,6,5,1
889,2,6,80,13,3,5,7,2,2,3,1,1,7,5,0,1,1,0,0,1,1,0,0,2,2,2,0,0,1,0,0,0,0,0,0,1,300,2,116,13,NA,NA,NA,1,80,1,36,NA,NA,5,5,3,6,1,NA,2,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,4,3,1,5,4,5,3,4,4,4,3,3,2,1,3,3,2,1,2
890,1,5,64,13,3,1,3,4,2,3,2,4,23,3,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,4,1200,3,189,3,160,1,600,NA,NA,NA,NA,NA,NA,6,6,1,2,5,5,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,4,4,10,4,4,5,2,2,2,1,4,3,1,1,3,1,4,5,2
892,2,3,44,20,4,7,3,3,2,4,2,4,9,4,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,13,NA,13,NA,13,NA,7,NA,NA,NA,NA,NA,NA,NA,5,5,2,3,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,9,4,4,4,4,3,3,2,3,4,2,1,3,1,5,5,1
894,1,3,36,9,2,1,4,3,2,3,2,5,2,4,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,5,1400,3,150,2,110,NA,NA,1,80,1,80,NA,NA,5,5,1,1,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,9,5,4,4,5,1,1,5,3,4,3,1,3,3,9,5,1
895,1,6,70,25,2,5,2,4,1,3,1,1,23,6,1,0,0,0,0,0,0,0,0,NA,2,4,1,0,1,0,0,0,0,0,0,13,NA,9,450,6,345,2,1000,NA,NA,NA,NA,9,2000,6,6,5,10,4,7,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,4,3,3,2,3,4,1,2,3,1,3,1,2,3,2
896,1,4,49,26,2,1,4,2,2,2,2,1,8,5,1,0,0,0,0,0,0,0,0,NA,1,2,0,0,0,0,0,0,0,1,0,13,NA,13,NA,13,NA,NA,NA,13,NA,13,NA,NA,NA,4,4,9,NA,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,9,3,3,3,3,3,3,6,3,3,5,1,3,4,12,2,2
897,2,3,37,21,4,1,6,3,2,4,1,2,6,6,0,1,1,0,0,1,1,0,0,4,2,1,0,0,1,0,0,0,0,0,0,13,NA,5,260,2,110,2,1200,NA,NA,NA,NA,NA,NA,9,9,4,8,5,5,2,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,4,4,2,5,2,4,4,5,2,2,2,5,4,1,3,2,7,6,2
899,2,3,41,6,1,7,4,3,2,3,1,1,23,4,0,0,0,1,1,1,0,0,0,3,2,2,0,0,0,0,0,0,0,1,0,7,1750,5,250,3,190,NA,NA,4,220,1,80,NA,NA,6,6,2,4,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,7,3,4,4,5,2,4,2,3,4,5,2,3,2,3,8,2
902,2,4,48,6,1,2,4,2,2,3,2,3,7,3,0,1,1,0,1,1,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,8,2000,7,360,3,199,NA,NA,4,200,1,27,NA,NA,5,5,1,1,1,NA,3,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,3,4,3,2,2,4,2,4,2,1,3,3,6,5,1
904,2,5,58,13,3,2,4,2,1,3,1,1,23,4,0,1,0,0,0,0,1,1,0,8,2,2,0,0,0,1,0,0,0,0,0,6,1500,3,160,2,130,NA,NA,4,200,1,57,7,700,7,7,2,3,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,4,4,2,1,2,4,2,3,5,1,3,4,5,3,2
905,1,4,45,8,3,1,5,3,2,3,1,1,11,4,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,1,0,3,900,7,370,4,200,2,1000,NA,NA,NA,NA,NA,NA,4,4,3,5,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,5,3,4,2,2,2,2,4,2,1,3,2,9,5,1
907,2,6,80,4,3,5,7,4,2,3,1,3,22,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,1,0,0,0,0,0,0,4,1000,8,400,3,160,2,1200,NA,NA,NA,NA,NA,NA,5,5,4,7,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,9,4,4,3,2,2,2,3,3,4,2,1,2,3,3,8,2
912,2,4,52,3,3,3,7,2,2,3,1,2,23,4,0,1,1,0,0,1,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,2,500,7,360,5,270,7,NA,NA,NA,NA,NA,2,100,4,4,1,2,5,1,2,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,3,2,4,3,5,4,4,4,2,2,5,2,1,2,1,1,2
916,2,6,73,13,3,5,4,4,2,3,1,1,23,3,0,1,0,0,1,1,0,0,0,3,2,2,0,0,0,1,0,0,0,0,0,3,800,1,90,1,50,NA,NA,7,350,1,50,3,200,6,6,2,4,6,2,2,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,5,4,2,1,1,5,2,3,2,1,1,3,2,1,2
917,2,2,28,18,4,2,4,4,2,4,2,2,23,6,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,1,0,0,0,0,0,6,1500,5,280,4,220,2,1020,NA,NA,NA,NA,6,500,5,5,4,8,1,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,1,9,3,5,3,4,4,3,2,3,4,4,1,1,2,5,7,2
920,2,5,62,24,2,1,5,3,2,3,2,1,23,6,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,1,0,0,0,0,0,6,1500,7,350,5,250,2,1500,NA,NA,NA,NA,2,100,6,6,2,4,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,9,4,4,3,5,2,4,2,3,4,2,2,2,1,3,6,2
921,2,3,37,15,2,2,4,2,2,5,2,5,7,4,0,1,0,0,0,0,0,0,0,5,2,2,0,0,0,0,1,0,0,0,0,2,600,3,150,2,120,NA,NA,7,350,1,13,NA,NA,6,6,1,2,1,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,9,4,5,4,4,1,1,2,4,4,2,1,5,3,3,5,1
922,2,5,55,6,1,1,6,2,2,3,1,1,10,4,0,1,0,0,0,1,1,1,0,3,2,2,0,0,0,0,0,0,0,1,0,8,2000,4,200,2,100,NA,NA,6,300,2,100,NA,NA,6,6,2,4,5,2,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,5,4,4,3,2,3,1,3,4,1,1,3,4,5,4,2
923,2,3,44,4,3,2,4,4,2,3,2,1,23,6,0,1,0,0,0,1,1,0,0,8,2,4,0,0,0,0,0,0,0,1,0,4,1200,13,NA,13,NA,NA,NA,NA,NA,NA,NA,9,1200,14,NA,9,NA,1,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,5,9,3,5,4,4,1,4,5,2,3,4,1,3,1,3,5,1
924,1,4,49,3,3,1,4,3,2,4,2,1,22,4,0,1,0,1,0,1,1,1,0,4,2,4,1,0,0,0,0,0,0,0,0,8,2000,13,NA,13,NA,3,2000,NA,NA,NA,NA,10,NA,9,9,9,NA,5,5,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,9,3,5,3,3,2,3,3,3,5,3,1,1,2,12,5,1
926,2,5,58,15,2,4,5,4,2,4,1,3,23,6,0,1,0,0,0,0,0,0,0,8,2,1,0,0,0,1,0,0,0,0,0,8,2000,2,100,1,60,7,NA,NA,NA,NA,NA,10,NA,5,5,2,3,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,4,4,4,2,3,2,2,3,2,2,3,1,12,3,2
929,2,5,57,9,2,1,4,4,1,3,2,7,23,2,0,0,0,1,0,0,0,1,0,8,2,1,0,0,0,1,0,0,0,0,0,13,NA,13,NA,13,NA,1,700,NA,NA,NA,NA,10,NA,6,6,1,2,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,2,4,3,3,4,4,4,2,3,5,1,3,1,12,2,2
931,1,4,45,6,1,1,4,2,2,3,2,4,9,3,1,0,0,0,0,0,0,0,0,NA,1,2,0,0,0,1,0,0,0,0,0,8,2000,5,250,2,140,NA,NA,5,250,3,160,5,400,6,6,2,4,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,4,2,3,2,4,2,4,1,4,2,2,1,2,4,8,5,1
932,2,4,52,17,2,1,4,3,2,3,2,4,9,1,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,2,600,3,150,2,130,NA,NA,6,300,2,100,NA,NA,9,9,3,5,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,9,4,2,2,2,1,1,4,2,3,2,1,3,2,5,4,2
934,1,4,52,7,4,1,4,2,3,2,2,4,23,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,1,0,0,0,0,0,13,NA,13,NA,13,NA,7,NA,NA,NA,NA,NA,10,NA,14,NA,9,NA,7,NA,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,10,3,4,3,3,2,3,6,3,4,5,1,3,2,12,1,2
936,2,3,41,6,1,1,4,3,2,3,2,2,13,6,0,1,0,1,0,1,1,0,0,4,1,1,0,0,0,0,0,0,0,1,0,2,600,7,380,2,100,1,600,NA,NA,NA,NA,NA,NA,5,5,3,5,4,2,2,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,2,6,4,4,4,4,2,4,2,4,5,3,1,2,4,5,5,1
937,1,6,74,22,3,6,6,2,2,3,1,3,23,3,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,13,NA,13,NA,13,NA,NA,NA,13,NA,13,NA,NA,NA,12,12,3,6,5,2,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,9,1,5,4,4,1,2,1,1,3,3,1,1,2,2,1,2
941,1,4,45,6,1,1,4,1,1,2,2,3,23,5,1,0,0,0,0,0,0,0,0,NA,1,2,0,0,0,0,0,0,0,1,0,4,1100,9,450,6,302,NA,NA,3,180,1,60,NA,NA,5,5,2,4,1,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,8,2,4,1,5,1,4,1,5,3,2,2,NA,4,7,1,2
943,1,3,35,9,2,2,3,4,1,3,1,1,23,6,0,1,0,0,0,1,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,6,1500,5,250,4,200,7,NA,NA,NA,NA,NA,6,500,4,4,2,4,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,4,6,3,3,2,2,4,4,4,3,1,3,1,5,6,2
