question_code,response_code,du_average,calibration_run
q13,4,0.004229424404911697,78
q13,5,0.00811091810464859,78
q13,6,0.008141878060996532,78
q52,1,0.003069160840823315,78
q52,2,0.002092588576488197,78
q52,3,0.005245970096439123,78
q52,4,0.007261095102876425,78
theta,NA,-0.08551096211886033,78
q13,1,0.0066203533206135035,79
q13,2,0.007260324258822948,79
q13,3,0.0083088509272784,79
q13,4,0.008626520575489849,79
q13,5,0.011362723540514708,79
q13,6,0.011379121337085962,79
q52,1,0.0023481849930249155,79
q52,2,0.001680165238212794,79
q52,3,0.003967405820731074,79
q52,4,0.006550163729116321,79
theta,NA,-0.08760164699197048,79
q13,1,0.005214519798755646,80
q13,2,0.006188539206050336,80
q13,3,0.006521464325487614,80
q13,4,0.006509635131806135,80
q13,5,0.01046651299111545,80
q13,6,0.01047630375251174,80
q52,1,0.0026051600871142,80
q52,2,0.0019652160117402673,80
q52,3,0.007025693426840007,80
q52,4,0.00877415481954813,80
theta,NA,-0.08846655094384914,80
q13,1,0.003321208991110325,81
q13,2,0.0031737005338072777,81
q13,3,0.0036532327067106962,81
q13,4,0.004200843977741897,81
q13,5,0.00770487985573709,81
q13,6,0.008469338528811932,81
q52,1,0.0036423945530259516,81
q52,2,0.002376201329752803,81
q52,3,0.006329699652269483,81
q52,4,0.007147770607843995,81
theta,NA,-0.08633611926052254,81
q13,1,0.00411799387075007,82
q13,2,0.00497209862805903,82
q13,3,0.005783108528703451,82
q13,4,0.005983886192552745,82
q13,5,0.009765582159161568,82
q13,6,0.010338396299630404,82
q52,1,0.003948387369746342,82
q52,2,0.0029850941500626504,82
q52,3,0.0072451665764674544,82
q52,4,0.008888302370905876,82
theta,NA,-0.08908614292704442,82
q13,1,0.005383183481171727,83
q13,2,0.006177898379974067,83
q13,3,0.0065010873368009925,83
q13,4,0.006945308647118509,83
q13,5,0.010649614036083221,83
q13,6,0.010986455483362079,83
q52,1,0.003213134972611442,83
q52,2,0.0023447168059647083,83
q52,3,0.006686861626803875,83
q52,4,0.008008976466953754,83
theta,NA,-0.08937967150268378,83
q13,1,0.004344427026808262,84
q13,2,0.005240024882368743,84
q13,3,0.0058491023955866694,84
q13,4,0.006200347444973886,84
q13,5,0.010436665499582887,84
q13,6,0.010468240594491363,84
q52,1,0.003016053175088018,84
q52,2,0.0021224752999842167,84
q52,3,0.004913356911856681,84
q52,4,0.007912526605650783,84
theta,NA,-0.08930803267458032,84
q13,1,0.0040185663383454084,85
q13,2,0.0046311113983392715,85
q13,3,0.005861449637450278,85
q13,4,0.00607639824738726,85
q13,5,0.009185783099383116,85
q13,6,0.010134071111679077,85
q52,1,0.0040183561213780195,85
q52,2,0.002318469516467303,85
q52,3,0.006399301928468049,85
q52,4,0.007808576337993145,85
theta,NA,-0.08945404609221441,85
q13,1,0.004749277839437127,86
q13,2,0.0054507695022039115,86
q13,3,0.005823468905873597,86
q13,4,0.006153635215014219,86
q13,5,0.009436486521735787,86
q13,6,0.010180897079408169,86
q52,1,0.0028077795868739486,86
q52,2,0.0017004034016281366,86
q52,3,0.006171299144625664,86
q52,4,0.007943302625790238,86
theta,NA,-0.08836622327999066,86
q13,1,0.0039560371078550816,87
q13,2,0.004343452164903283,87
q13,3,0.005376450368203223,87
q13,4,0.005753483157604933,87
q13,5,0.008990112924948335,87
q13,6,0.009371580556035042,87
q52,1,0.002393424103502184,87
q52,2,0.0011922676349058747,87
q52,3,0.004816886154003441,87
q52,4,0.00760619854554534,87
theta,NA,-0.08701869379365235,87
q13,1,0.005111951380968094,88
q13,2,0.005831016111187637,88
q13,3,0.006465584388934076,88
q13,4,0.006662446423433721,88
q13,5,0.010183409554883838,88
q13,6,0.010289122350513935,88
q52,1,0.001786331704352051,88
q52,2,0.0014332857099361718,88
q52,3,0.005170830059796572,88
q52,4,0.006757927360013127,88
theta,NA,-0.08601950490265153,88
q13,1,0.004036142025142908,89
q13,2,0.004644390079192817,89
q13,3,0.005721323424950242,89
q13,4,0.006264507363084704,89
q13,5,0.008883019676432014,89
q13,6,0.009451414924114943,89
q52,1,0.002354464610107243,89
q52,2,0.001669730234425515,89
q52,3,0.004785737721249461,89
q52,4,0.0067972715478390455,89
theta,NA,-0.08584408522796139,89
q13,1,0.003792144125327468,90
q13,2,0.004490541061386466,90
q13,3,0.005127236247062683,90
q13,4,0.005710790865123272,90
q13,5,0.009336540475487709,90
q13,6,0.009280119324102998,90
q52,1,0.004022706692921929,90
q52,2,0.002442086290102452,90
q52,3,0.006404698477126658,90
q52,4,0.008669998496770859,90
theta,NA,-0.08888724144208027,90
q13,1,0.004394724499434233,91
q13,2,0.005103575938846916,91
q13,3,0.005519033060409129,91
q13,4,0.00614956917706877,91
q13,5,0.009159132139757276,91
q13,6,0.009461178677156568,91
q52,1,0.004743129555208725,91
q52,2,0.003333309607114643,91
q52,3,0.006682625389657915,91
q52,4,0.007778180297464132,91
theta,NA,-0.08975467672280502,91
q13,1,0.003469754010438919,92
q13,2,0.0045735344756394625,92
q13,3,0.005697478540241718,92
q13,4,0.005962353374343365,92
q13,5,0.009181512985378504,92
q13,6,0.009449843317270279,92
q52,1,0.0024422524875262752,92
q52,2,0.0014902790426276624,92
q52,3,0.005574686801992357,92
q52,4,0.007548186229541898,92
theta,NA,-0.08717228490422713,92
q13,1,0.0038007835391908884,93
q13,2,0.004500647075474262,93
q13,3,0.0053295629331842065,93
q13,4,0.005751578777562827,93
q13,5,0.00922251446172595,93
q13,6,0.009608879685401917,93
q52,1,0.0030317493219627067,93
q52,2,0.0019650037866085768,93
q52,3,0.005536477663554251,93
q52,4,0.007608393672853708,93
theta,NA,-0.08768873717781389,93
q13,1,0.0038222691509872675,94
q13,2,0.004129463690333068,94
q13,3,0.005017238319851458,94
q13,4,0.005404437950346619,94
q13,5,0.007732291822321713,94
q13,6,0.008864360395818949,94
q52,1,0.0036402369005372748,94
q52,2,0.002467239450197667,94
q52,3,0.005862887250259519,94
q52,4,0.008833947591483593,94
theta,NA,-0.08818674290523631,94
q13,1,0.00498760980553925,95
q13,2,0.006039373227395117,95
q13,3,0.006879910943098366,95
q13,4,0.0074677919037640095,95
q13,5,0.011300738900899887,95
q13,6,0.011035398812964559,95
q52,1,0.0029272705942275934,95
q52,2,0.0015302406391128898,95
q52,3,0.005270606721751392,95
q52,4,0.007449928671121597,95
theta,NA,-0.0899805813387502,95
q13,1,0.004666408523917198,96
q13,2,0.005591982277110219,96
q13,3,0.005840152851305902,96
q13,4,0.0061732359463348985,96
q13,5,0.009522623149678111,96
q13,6,0.009929054416716099,96
q52,1,0.002551522440626286,96
q52,2,0.0016495136078447104,96
q52,3,0.005004938924685121,96
q52,4,0.007587898522615433,96
theta,NA,-0.08696557514485903,96
q13,1,0.00432508229278028,97
q13,2,0.004681052058003843,97
q13,3,0.0058731811586767435,97
q13,4,0.006165625469293445,97
q13,5,0.009228157112374902,97
q13,6,0.00971061666496098,97
q52,1,0.0026213617820758373,97
q52,2,0.0018709449213929474,97
q52,3,0.005107993260025978,97
q52,4,0.007873493479564786,97
theta,NA,-0.08726795288384892,97
q13,1,0.006016208557412028,98
q13,2,0.006402574363164604,98
q13,3,0.007262136321514845,98
q13,4,0.007813872245606035,98
q13,5,0.010853053303435445,98
q13,6,0.011415984714403749,98
q52,1,0.0025353179808007553,98
q52,2,0.0016324679600074887,98
q52,3,0.006188244908116758,98
q52,4,0.008199501316994429,98
theta,NA,-0.08731432650165516,98
q13,1,0.004902875516563654,99
q13,2,0.005485345842316747,99
q13,3,0.006143169943243265,99
q13,4,0.006583478883840144,99
q13,5,0.010208391351625323,99
q13,6,0.01061483402736485,99
q52,1,0.0023727065563434735,99
q52,2,0.0017555325175635517,99
q52,3,0.004894978948868811,99
q52,4,0.007184943417087197,99
theta,NA,-0.08770969236502424,99
q13,1,0.004054938443005085,100
q13,2,0.004299182444810867,100
q13,3,0.004806455573998392,100
q13,4,0.004701316589489579,100
q13,5,0.008882572641596198,100
q13,6,0.00918432860635221,100
q52,1,0.0026728759839897975,100
q52,2,0.0016738229896873236,100
q52,3,0.0065444218926131725,100
q52,4,0.007630480220541358,100
theta,NA,-0.0875885470668436,100
