question_code,response_code,du_average,calibration_run
q13,2,0.005525768094230443,30
q13,3,0.005728721618652344,30
q13,4,0.006055551115423441,30
q13,5,0.00945013458840549,30
q13,6,0.010191294830292463,30
q52,1,0.0030941112927393988,30
q52,2,0.001896962698083371,30
q52,3,0.005729296593926847,30
q52,4,0.008351285010576248,30
theta,NA,-0.0893426777811328,30
q13,1,0.004518919857218862,31
q13,2,0.0051221143221482635,31
q13,3,0.005687764030881226,31
q13,4,0.00658182380720973,31
q13,5,0.010096949990838766,31
q13,6,0.010313225211575627,31
q52,1,0.0035453286254778504,31
q52,2,0.002543431066442281,31
q52,3,0.006220794981345534,31
q52,4,0.008989285677671432,31
theta,NA,-0.08839180144423153,31
q13,1,0.0042258440516889095,32
q13,2,0.004899407154880464,32
q13,3,0.005225953180342913,32
q13,4,0.0054897465743124485,32
q13,5,0.008833303116261959,32
q13,6,0.009526561480015516,32
q52,1,0.0032765671785455197,32
q52,2,0.002255567058455199,32
q52,3,0.005851443856954575,32
q52,4,0.007221462670713663,32
theta,NA,-0.08848803937871708,32
q13,1,0.003922825213521719,33
q13,2,0.005150134675204754,33
q13,3,0.005808836780488491,33
q13,4,0.006394667841959745,33
q13,5,0.009150142315775156,33
q13,6,0.009689828148111701,33
q52,1,0.003794167445448693,33
q52,2,0.0025011501857079566,33
q52,3,0.0063627035124227405,33
q52,4,0.008583277463912964,33
theta,NA,-0.08858244054135866,33
q13,1,0.00444524921476841,34
q13,2,0.005936769652180374,34
q13,3,0.006957653968129307,34
q13,4,0.0071861285250633955,34
q13,5,0.009932579705491662,34
q13,6,0.010183765087276697,34
q52,1,0.0025171027082251385,34
q52,2,0.0015342909609898925,34
q52,3,0.005099520552903414,34
q52,4,0.00685640936717391,34
theta,NA,-0.08766291209758492,34
q13,1,0.003980652196332812,35
q13,2,0.004891753080300987,35
q13,3,0.0057132820365950465,35
q13,4,0.005942336865700781,35
q13,5,0.009612804744392633,35
q13,6,0.009738387074321508,35
q52,1,0.0024757198698353022,35
q52,2,0.001785406144335866,35
q52,3,0.00602282106410712,35
q52,4,0.008208867395296693,35
theta,NA,-0.08864298905791657,35
q13,1,0.005864117760211229,36
q13,2,0.0067601625341922045,36
q13,3,0.007253204355947673,36
q13,4,0.007405276992358267,36
q13,5,0.010482796933501959,36
q13,6,0.011066361796110868,36
q52,1,0.0033264014055021107,36
q52,2,0.0020906637073494494,36
q52,3,0.006438916898332536,36
q52,4,0.00803193706087768,36
theta,NA,-0.08965128809359157,36
q13,1,0.0057769096456468105,37
q13,2,0.006869504461064935,37
q13,3,0.006772380089387298,37
q13,4,0.006864159950055182,37
q13,5,0.010646890616044402,37
q13,6,0.011373317334800959,37
q52,1,0.0026038289070129395,37
q52,2,0.0017365243984386325,37
q52,3,0.005963461357168853,37
q52,4,0.007707049138844013,37
theta,NA,-0.0893297719740076,37
q13,1,0.005071558989584446,38
q13,2,0.005925656063482165,38
q13,3,0.006525409291498363,38
q13,4,0.006992541078943759,38
q13,5,0.010023011127486825,38
q13,6,0.010571894468739629,38
q52,1,0.0024922150623751804,38
q52,2,0.001586043683346361,38
q52,3,0.005516554112546146,38
q52,4,0.006670600967481732,38
theta,NA,-0.08865430045193534,38
q13,1,0.0059150876477360725,39
q13,2,0.0070595009019598365,39
q13,3,0.007309393724426627,39
q13,4,0.007397850276902318,39
q13,5,0.011495065176859498,39
q13,6,0.011754428967833519,39
q52,1,0.003330753985210322,39
q52,2,0.0018683311063796282,39
q52,3,0.007336406968533993,39
q52,4,0.00891568441875279,39
theta,NA,-0.09016249034175416,39
q13,1,0.0053463957738131285,40
q13,2,0.00607845454942435,40
q13,3,0.006381072802469134,40
q13,4,0.006645488436333835,40
q13,5,0.009980324422940612,40
q13,6,0.010476944036781788,40
q52,1,0.004495405228226446,40
q52,2,0.003321467956993729,40
q52,3,0.007359689800068736,40
q52,4,0.00950570683926344,40
theta,NA,-0.0913476756613818,40
q13,1,0.003045761724933982,41
q13,2,0.0032622622093185782,41
q13,3,0.0036676693707704544,41
q13,4,0.00397445831913501,41
q13,5,0.007674418389797211,41
q13,6,0.008047245442867279,41
q52,1,0.003336946159834042,41
q52,2,0.002351024770177901,41
q52,3,0.006297395098954439,41
q52,4,0.007550666341558099,41
theta,NA,-0.08613090435392223,41
q13,1,0.003464306704699993,42
q13,2,0.0036598254228010774,42
q13,3,0.004273954196833074,42
q13,4,0.0049392214277759194,42
q13,5,0.008263054070994258,42
q13,6,0.008793927961960435,42
q52,1,0.0028761664871126413,42
q52,2,0.0018394510261714458,42
q52,3,0.006170992506667972,42
q52,4,0.0075496763456612825,42
theta,NA,-0.08678818686166778,42
q13,1,0.006087998626753688,43
q13,2,0.007416737033054233,43
q13,3,0.007817697012796998,43
q13,4,0.008258005080278963,43
q13,5,0.011024938430637121,43
q13,6,0.01177345309406519,43
q52,1,0.002807205295539461,43
q52,2,0.0018631734419614077,43
q52,3,0.004557651001960039,43
q52,4,0.00658631999976933,43
theta,NA,-0.08978283111719065,43
q13,1,0.00396538176573813,44
q13,2,0.004903614928480238,44
q13,3,0.0050068197306245565,44
q13,4,0.0055820358684286475,44
q13,5,0.008708924287930131,44
q13,6,0.008651259588077664,44
q52,1,0.003165991700370796,44
q52,2,0.0022087106481194496,44
q52,3,0.005642919451929629,44
q52,4,0.00697443587705493,44
theta,NA,-0.08724230854932102,44
q13,1,0.0043772628996521235,45
q13,2,0.0052904486656188965,45
q13,3,0.005849936394952238,45
q13,4,0.006018320447765291,45
q13,5,0.009837965480983257,45
q13,6,0.010107695823535323,45
q52,1,0.0017764900112524629,45
q52,2,0.0011916491203010082,45
q52,3,0.003950209356844425,45
q52,4,0.005677274661138654,45
theta,NA,-0.08551685384736629,45
q13,1,0.006159123731777072,46
q13,2,0.007317838666494936,46
q13,3,0.007884791935794055,46
q13,4,0.00826057477388531,46
q13,5,0.011477040126919746,46
q13,6,0.011742188362404704,46
q52,1,0.003171408927300945,46
q52,2,0.0019903050852008164,46
q52,3,0.006897454033605754,46
q52,4,0.008666964713484049,46
theta,NA,-0.09067518908705097,46
q13,1,0.0041808332316577435,47
q13,2,0.005293349793646485,47
q13,3,0.00581795908510685,47
q13,4,0.0060526091838255525,47
q13,5,0.009627787163481116,47
q13,6,0.009828724898397923,47
q52,1,0.003883356213918887,47
q52,2,0.0025463305646553636,47
q52,3,0.007266933680512011,47
q52,4,0.009276576805859804,47
theta,NA,-0.08922039791968928,47
q13,1,0.0047647187020629644,48
q13,2,0.005507788504473865,48
q13,3,0.00559348682872951,48
q13,4,0.006141075631603599,48
q13,5,0.009702517418190837,48
q13,6,0.010029752505943179,48
q52,1,0.0030816280777798966,48
q52,2,0.0021297474741004407,48
q52,3,0.0058676996268332005,48
q52,4,0.009037732612341642,48
theta,NA,-0.08860776436631568,48
q13,1,0.0036847947631031275,49
q13,2,0.004278704640455544,49
q13,3,0.005341325653716922,49
q13,4,0.005894652160350233,49
q13,5,0.009063631063327193,49
q13,6,0.009500279789790511,49
q52,1,0.0027513282402651384,49
q52,2,0.0014974910882301629,49
q52,3,0.005466017872095108,49
q52,4,0.007585151819512248,49
theta,NA,-0.08669908249248692,49
q13,1,0.0038862666115164757,50
q13,2,0.004349055816419423,50
q13,3,0.003867190796881914,50
q13,4,0.004605686874128878,50
q13,5,0.008454619906842709,50
q13,6,0.008571764919906855,50
q52,1,0.0026813527510967106,50
q52,2,0.0016085671377368271,50
q52,3,0.004837120126467198,50
q52,4,0.006865133298560977,50
theta,NA,-0.08659035665550618,50
q13,1,0.003935924731194973,51
q13,2,0.004234618274495006,51
q13,3,0.005387442884966731,51
q13,4,0.005687006050720811,51
q13,5,0.00920933298766613,51
q13,6,0.009857561904937029,51
q52,1,0.0036288056726334617,51
q52,2,0.00219030148582533,51
q52,3,0.006106234155595303,51
q52,4,0.007985739735886455,51
theta,NA,-0.08889744128100574,51
q13,1,0.005359195638448,52
q13,2,0.006324287038296461,52
q13,3,0.007526484201662242,52
q13,4,0.007827618974260986,52
q13,5,0.011404249584302306,52
q13,6,0.011355013819411397,52
q52,1,0.0034888063528342173,52
q52,2,0.0018692436860874295,52
q52,3,0.0067203493090346456,52
q52,4,0.00873184623196721,52
theta,NA,-0.090523545664837,52
q13,1,0.005893407389521599,53
q13,2,0.006365903071127832,53
q13,3,0.0071710319025442,53
q13,4,0.007530905422754586,53
q13,5,0.011279766215011477,53
q13,6,0.01116218394599855,53
q52,1,0.0019634136115200818,53
q52,2,0.0014190919464454055,53
q52,3,0.004347050213254988,53
q52,4,0.0068701449781656265,53
theta,NA,-0.08815542854063096,53
q13,1,0.005412377184256911,54
q13,2,0.006285588722676039,54
q13,3,0.007218343671411276,54
q13,4,0.007757348474115133,54
q13,5,0.011612416710704565,54
q13,6,0.011404616758227348,54
q52,1,0.00404593424173072,54
q52,2,0.002769154729321599,54
q52,3,0.006993256392888725,54
q52,4,0.00856773741543293,54
theta,NA,-0.09087596071549342,54
q13,1,0.003832002403214574,55
q13,2,0.004500324372202158,55
q13,3,0.00556367717217654,55
q13,4,0.005742536915931851,55
q13,5,0.009235178586095572,55
q13,6,0.009632950881496072,55
q52,1,0.002987168940308038,55
q52,2,0.0018821876728907228,55
q52,3,0.005165777576621622,55
q52,4,0.006794418673962355,55
theta,NA,-0.08773854748142185,55
q13,1,0.004849720513448119,56
q13,2,0.005529521033167839,56
q13,3,0.006122788996435702,56
q13,4,0.006630090239923447,56
q13,5,0.009985502110794187,56
q13,6,0.010301938047632575,56
q52,1,0.0026171708159381524,56
q52,2,0.0014063650160096586,56
q52,3,0.004965847474522889,56
q52,4,0.007229119306430221,56
theta,NA,-0.08868600735149812,56
q13,1,0.004187040263786912,57
q13,2,0.004622860811650753,57
q13,3,0.005347989383153617,57
q13,4,0.005778126593213528,57
q13,5,0.00919590750709176,57
q13,6,0.00910908030346036,57
q52,1,0.0017803553928388283,57
q52,2,0.0011281939805485308,57
q52,3,0.004915166995488107,57
q52,4,0.006021299632266164,57
theta,NA,-0.08648742164950818,57
q13,1,0.004866359988227487,58
q13,2,0.0060573373339138925,58
q13,3,0.006777382688596845,58
q13,4,0.006987244763877243,58
q13,5,0.010483684483915567,58
q13,6,0.010556827764958143,58
q52,1,0.003200053302862216,58
q52,2,0.001925417804159224,58
q52,3,0.005408652825281024,58
q52,4,0.0071344864554703236,58
theta,NA,-0.08912956927088089,58
q13,1,0.003602368989959359,59
q13,2,0.004706816980615258,59
q13,3,0.0056034892331808805,59
q13,4,0.0056774114491418,59
q13,5,0.009410491213202477,59
q13,6,0.009670904837548733,59
q52,1,0.002658115030499175,59
q52,2,0.001657332992181182,59
q52,3,0.005188978277146816,59
q52,4,0.0067423980217427015,59
theta,NA,-0.08709690991508978,59
q13,1,0.0036606446374207735,60
q13,2,0.003870906657539308,60
q13,3,0.0044744438491761684,60
q13,4,0.004629048053175211,60
q13,5,0.008415281074121594,60
q13,6,0.00886133941821754,60
q52,1,0.002008920448133722,60
q52,2,0.001730571675579995,60
q52,3,0.005226071574725211,60
q52,4,0.0065654972568154335,60
theta,NA,-0.08531794307600649,60
q13,1,0.003254382871091366,61
q13,2,0.003999341744929552,61
q13,3,0.004320274922065437,61
q13,4,0.004863301233854145,61
q13,5,0.00800050818361342,61
q13,6,0.008423987543210387,61
q52,1,0.002543764654546976,61
q52,2,0.0013939633499830961,61
q52,3,0.005189328221604228,61
q52,4,0.007871518842875957,61
theta,NA,-0.08585255994694307,61
q13,1,0.003251786343753338,62
q13,2,0.0036128737265244126,62
q13,3,0.004650997230783105,62
q13,4,0.0056634071515873075,62
q13,5,0.008630380965769291,62
q13,6,0.008824518416076899,62
q52,1,0.0024892516375984997,62
q52,2,0.0013726187171414495,62
q52,3,0.005240912898443639,62
q52,4,0.007360769435763359,62
theta,NA,-0.08628612189932028,62
q13,1,0.005051913904026151,63
q13,2,0.0057801969815045595,63
q13,3,0.006293235463090241,63
q13,4,0.0064540100283920765,63
q13,5,0.009837741730734706,63
q13,6,0.010448697954416275,63
q52,1,0.002142253259080462,63
q52,2,0.0013855670113116503,63
q52,3,0.005203838925808668,63
q52,4,0.006193279288709164,63
theta,NA,-0.08696570538086235,63
q13,1,0.004737538984045386,64
q13,2,0.005648779799230397,64
q13,3,0.006504356279037893,64
q13,4,0.00697870017029345,64
q13,5,0.010827097576111555,64
q13,6,0.010593313025310636,64
q52,1,0.0034470988175598904,64
q52,2,0.0024376349174417555,64
q52,3,0.006085893837735057,64
q52,4,0.008837125496938825,64
theta,NA,-0.08925253332563443,64
q13,1,0.0036425141151994467,65
q13,2,0.004209640785120428,65
q13,3,0.004741607350297272,65
q13,4,0.005098999245092273,65
q13,5,0.009078571340069175,65
q13,6,0.009370558429509401,65
q52,1,0.002407133419183083,65
q52,2,0.0015681855147704482,65
q52,3,0.0050080628134310246,65
q52,4,0.0073843582067638636,65
theta,NA,-0.08670741641162749,65
q13,1,0.003947892924770713,66
q13,2,0.004665646585635841,66
q13,3,0.005712161655537784,66
q13,4,0.005752301367465407,66
q13,5,0.008865632815286517,66
q13,6,0.009268058463931084,66
q52,1,0.003609648822020972,66
q52,2,0.002021712076384574,66
q52,3,0.0059111518785357475,66
q52,4,0.008005060721188784,66
theta,NA,-0.08799874652322615,66
q13,1,0.0037238372024148703,67
q13,2,0.004404918756335974,67
q13,3,0.005172631237655878,67
q13,4,0.005768731818534434,67
q13,5,0.009413472609594464,67
q13,6,0.009824738372117281,67
q52,1,0.0026798742765095085,67
q52,2,0.0015697387279942632,67
q52,3,0.006026090472005308,67
q52,4,0.00814029248431325,67
theta,NA,-0.08805563531450389,67
q13,1,0.005601236596703529,68
q13,2,0.006484581856057048,68
q13,3,0.007559384219348431,68
q13,4,0.007968551595695317,68
q13,5,0.010877307504415512,68
q13,6,0.011181970592588186,68
q52,1,0.002462306343659293,68
q52,2,0.0014123385190032423,68
q52,3,0.003968769509810954,68
q52,4,0.006304875016212463,68
theta,NA,-0.08800551530293887,68
q13,1,0.0051358845084905624,69
q13,2,0.00610981258796528,69
q13,3,0.006300080218352377,69
q13,4,0.00670311925932765,69
q13,5,0.010045449947938323,69
q13,6,0.010438991943374276,69
q52,1,0.003601252436055802,69
q52,2,0.0022062918869778514,69
q52,3,0.0061523758340626955,69
q52,4,0.008127870038151741,69
theta,NA,-0.08830269168538507,69
q13,1,0.0031330392230302095,70
q13,2,0.003501503844745457,70
q13,3,0.004325623973272741,70
q13,4,0.004674559226259589,70
q13,5,0.00787268322892487,70
q13,6,0.00775201222859323,70
q52,1,0.0024198611645260826,70
q52,2,0.0017062539118342102,70
q52,3,0.005711154197342694,70
q52,4,0.007237125653773546,70
theta,NA,-0.08396360658662161,70
q13,1,0.0033616258297115564,71
q13,2,0.004400618141517043,71
q13,3,0.004989134962670505,71
q13,4,0.005671889171935618,71
q13,5,0.008655038429424167,71
q13,6,0.009224167792126536,71
q52,1,0.003506092427414842,71
q52,2,0.0024604867212474346,71
q52,3,0.005289262917358428,71
q52,4,0.007799121318385005,71
theta,NA,-0.08779071283788653,71
q13,1,0.005576239433139563,72
q13,2,0.006927562353666872,72
q13,3,0.008053310681134462,72
q13,4,0.008421272272244096,72
q13,5,0.010880589252337813,72
q13,6,0.011480250861495733,72
q52,1,0.0034559733903734013,72
q52,2,0.002591889235191047,72
q52,3,0.006864039343781769,72
q52,4,0.008222418371587992,72
theta,NA,-0.09028855855103757,72
q13,1,0.005087269702926278,73
q13,2,0.006084823398850858,73
q13,3,0.006592296063899994,73
q13,4,0.006990886700805277,73
q13,5,0.010277635650709271,73
q13,6,0.010594684397801757,73
q52,1,0.0027092839300166816,73
q52,2,0.0016587987774983048,73
q52,3,0.005681909038685262,73
q52,4,0.008011003723368049,73
theta,NA,-0.08941584909916855,73
q13,1,0.003791450522840023,74
q13,2,0.003947637334931642,74
q13,3,0.004376317374408245,74
q13,4,0.005054354318417609,74
q13,5,0.007960885297507048,74
q13,6,0.00819186377339065,74
q52,1,0.0028636139613809064,74
q52,2,0.0018393712816759944,74
q52,3,0.005122809612657875,74
q52,4,0.008197515970095992,74
theta,NA,-0.08533932107820874,74
q13,1,0.0060967509634792805,75
q13,2,0.0071845618658699095,75
q13,3,0.00753242033533752,75
q13,4,0.007568770088255405,75
q13,5,0.01124521647579968,75
q13,6,0.011171548627316952,75
q52,1,0.0030365260754479095,75
q52,2,0.0022000277531333268,75
q52,3,0.0059690914349630475,75
q52,4,0.007857896154746413,75
theta,NA,-0.08897499341037474,75
q13,1,0.004267270443961024,76
q13,2,0.004500321461819112,76
q13,3,0.004883275716565549,76
q13,4,0.005350007151719183,76
q13,5,0.0074907459784299135,76
q13,6,0.008117639226838946,76
q52,1,0.0036500454880297184,76
q52,2,0.002112924586981535,76
q52,3,0.006168912630528212,76
q52,4,0.008396719815209508,76
theta,NA,-0.08710057608914212,76
q13,1,0.004895905964076519,77
q13,2,0.005503860418684781,77
q13,3,0.006811418628785759,77
q13,4,0.006948637601453811,77
q13,5,0.00995333562605083,77
q13,6,0.01018667034804821,77
q52,1,0.003443730092840269,77
q52,2,0.0020327786915004253,77
q52,3,0.0066257648868486285,77
q52,4,0.008781942538917065,77
theta,NA,-0.08912707006629716,77
q13,1,0.0030069109052419662,78
q13,2,0.0035835469607263803,78
q13,3,0.004363091895356774,78
