Epoch,Iteration,nu,p,beta,eta,tau,error
0,48,0.2602574404561892,0.009237247621449642,0.8709923248197884,0.1852306556281401,0.012547114875633269,3.930970675986251
0,29,0.642693490786478,0.04425395725456532,0.9740506890499965,0.07332057968352455,0.0495246215845691,3.9455460649783265
0,47,0.8899775414355099,0.001282018180466257,0.7289054220113904,0.0645397029533051,0.017638461287599057,4.187683735326475
0,35,0.01164502248633653,0.025360770278861744,0.9800033234376461,0.22351008114579599,0.006398657767684199,4.249593075945016
0,40,0.9520477102743462,0.030928115544035097,0.5337213586056605,0.043032921271864324,0.035141783694620246,4.288126356553295
0,41,0.5212240434391424,0.0103635975307459,0.5561874334868043,0.1396195067310473,0.04028856490761973,4.343730059951105
0,33,0.6672313143592328,0.039869357315874654,0.6743572346866131,0.08958673279860523,0.01609169880102854,4.445697874564295
26,76,1,0.06,1,0.225,0.04528670962667821,4.597036508603708
0,3,0.9377545298170298,0.05981519866234157,0.44508551408164204,0.06085108667844906,0.03196720079972874,4.867606892094958
0,19,0.34449790938291697,0.018861676530689,0.4575015808055177,0.06967842484172435,0.07062720349605661,4.9560716972488
0,18,0.7070603114878758,0.011171608555540443,0.6789688430633396,0.10942166044330225,0.07264469219476449,5.054839644972679
21,71,0,0.021747638558339485,1,0.225,0.075,5.170327311328116
0,11,0.07006091712974012,0.03201984984304756,0.7980875153010711,0.19784803525835742,0.03435008222598117,5.2002372287432275
0,32,0.9985515100276098,0.004701571385157294,0.6495156994005665,0.16506780202081428,0.056552520434372124,5.224092866832295
0,37,0.8784835722390563,0.022218726072702557,0.9628509980905801,0.032228156472556294,0.0447210227114847,5.2690969989586645
0,49,0.7858300953544677,0.02284966931289062,0.893236877628602,0.20300291870813816,0.011487254034611396,5.339248649586793
0,20,0.17673161706887186,0.04257499820838216,0.4284747847625986,0.14876465429167732,0.043034935996052806,5.367555349781464
11,61,0,0.03638101206148239,0.6399019525169614,0.225,0.075,5.400165958563609
7,57,1,0.011849638936636916,0.7079293616264986,0.225,0,5.528616151140074
0,16,0.19647308907471597,0.037959915889007975,0.41393052650429313,0.01147039115941152,0.06375029267091305,5.5530281502324215
0,2,0.3879011081298813,0.05020059643631335,0.5161838660854846,0.18306745588278864,0.074603475335869,5.701742384599145
17,67,1,0.030375157161939496,0.4,0.225,0.075,5.737159812933479
6,56,0,0.005682490899644943,0.6562143323466283,0.225,0,5.8369034379827385
0,9,0.434465693552047,0.04772506253876723,0.40708919658884407,0.17053320525668098,0.06666527436068281,5.888855453900083
18,68,0,0.0025463401007298735,1,0.225,0.021439453989769996,6.061295703408106
0,7,0.02688514717388898,0.012838441100781785,0.7024668673723936,0.17415066996112002,0.061375260299071664,6.428504706745051
0,21,0.1378951158048585,0.004491151735656894,0.5016794308610261,0.12980112080276013,0.029385268593672662,6.497462783944278
0,6,0.086904858215712,0.017297817442333326,0.4835156453829259,0.21152657244773582,0.03885757308150641,6.553423916893013
0,17,0.056525488048791886,0.05443927228346001,0.7204011121159419,0.017307080746628345,0.06787556734099053,7.029514663173198
0,22,0.29152155508287253,0.04165930023781955,0.8649553753482178,0.02462893819017336,0.0536665814013686,7.840950409292371
0,43,0.6335716516012326,0.04575289124823175,0.7957447225563228,0.19185890836722685,0.003513617496471852,8.10807448760672
27,77,0,0.03281539352458489,1,0,0.075,9.050959647775896
0,27,0.7680294541176409,0.052515767647703174,0.6262919871471823,0.0018766095426399263,0.06216348515299614,9.47586117528642
28,78,1,0.06,0.7839545340529596,0,0.075,9.911796204937058
14,64,1,0.06,0.8970854572298574,0,0.075,12.600998556693186
0,8,0.754705235073343,0.05315977039734832,0.923294003433548,0.09883645355002955,0.01949896694824565,12.876217992113371
8,58,0,0.06,1,0,0.075,15.562310031896926
30,80,0,0.006425937629069534,1,0,0,23.33741778067738
15,65,0,0.016440704190831858,0.4,0,0,41.634786532263306
0,30,0.4662040822394192,0.03451908483455423,0.9142241966444999,0.038419792408472854,0.01496577964327298,50.19536920593076
23,73,0,0.02914751714924689,0.4,0,0,96.56585442971924
0,4,0.7219813676271588,0.04109885573302396,0.7652591021098196,0.00873408585798461,0.021071696271887045,100.32792099498697
25,75,0,0.04303801441349498,0.4,0,0,150.3255805833285
22,72,0,0.06,1,0,0.03218031787743086,173.816606367885
5,55,1,0.01358225581632021,0.8272726464102029,0,0,205.6417662050455
19,69,0,0.06,0.5172181603535914,0,0,303.39035355609144
24,74,1,0.05062456937385919,0.4,0,0,576.4258706810847
29,79,1,0.02894995457254034,1,0,0,1142.6484510234816
12,62,1,0.06,1,0,0,4177.718700808886
1,51,0.47901938260022114,0.001,0.7865491195141182,0.225,0.075,1000000
2,52,1,0.001,0.4,0.225,0,1000000
3,53,1,0.001,1,0,0.075,1000000
4,54,0,0.001,0.4,0.05902098888067109,0,1000000
