Epoch,Iteration,nu,p,r,beta,eta,tau,error
0,21,0.6639092969233171,0.04550804282221943,0.011150839057005943,0.5539621141576209,0.0932205797087401,0.02742884949855041,2.7132176449374055
14,64,0.8,0.053437927603580834,0.05,0.9,0.09511076920571356,0.05,2.722971719440097
4,54,0.2,0.02,0.05,0.4,0.11721754034481682,0.001,2.764043644200945
0,30,0.5005546721378342,0.046614210140518836,0.04907728638947011,0.8693599254521541,0.199728985786438,0.03086527245034464,2.7705373551008283
26,76,0.8,0.06,0.05,0.9,0.15499483795199678,0.05,2.776139426212986
0,43,0.26753435751609506,0.0376218957837671,0.043217262472584846,0.6327936887904071,0.12809874760881065,0.03455774479301181,2.791911272875698
11,61,0.2,0.06,0.01,0.9,0.25,0.012323919914389924,2.8179361665667852
0,45,0.36855804448481655,0.044126372030749914,0.019573327709548175,0.4539557653455995,0.14571113202534616,0.032615042090830396,2.8315963336709613
17,67,0.2,0.036778278526772706,0.01,0.4,0.10838225315584095,0.001,2.8773850739828237
0,47,0.47957040305063137,0.0549491432191804,0.02926656371280551,0.8998286163131707,0.1942840056374669,0.04315723268121481,2.93576988528247
0,31,0.6791352695990355,0.059374910344183435,0.030064458800479768,0.6671593497786671,0.2269273042049259,0.037369359414442443,2.9789051980794525
0,10,0.3541595632275567,0.0270625715745613,0.03157841178979725,0.7338382265064866,0.24645265635512767,0.0031075593165215106,2.98546231650643
0,44,0.6204335889024661,0.04134345989022404,0.02103180712927133,0.65996262190165,0.18461928165517746,0.04637211672552396,3.0099423836773154
0,33,0.301146875939332,0.028936551171727477,0.04686726024262607,0.5173816380021162,0.06386823798641562,0.04854865499034524,3.0246987116532686
0,36,0.6993619227241725,0.05653387194890529,0.04409218640532345,0.7026611852808855,0.15505518983416258,0.008770076423762367,3.0630410623778364
0,48,0.41707359210588046,0.047284473953582346,0.026132141392678027,0.6910670732823201,0.23504251352362335,0.03345457221446093,3.0770253178458575
2,52,0.2,0.06,0.05,0.4,0.25,0.001,3.1216313771272897
0,42,0.47287490712199365,0.03599459224585444,0.021550540165416895,0.8702416590042412,0.20354147000461817,0.042309634915739296,3.2287734878734278
28,78,0.8,0.02,0.010000000000000002,0.4,0.25,0.001,3.2408348552958453
0,4,0.5995834732288495,0.022573859869875014,0.0325847407611087,0.49531232282752174,0.029944798378646373,0.047685160606880675,3.2773484826345953
0,15,0.6102239533336834,0.023437247045338155,0.0352525537064299,0.7518824219144882,0.24338497733063993,0.01785646907419432,3.3060443182827637
0,32,0.5934744942300023,0.021298256078734996,0.01566031439229846,0.5856381939840503,0.14968702036738396,0.044261517315646634,3.4552118807443706
0,5,0.6349534634444863,0.03350820982065052,0.03192737274523824,0.47596166013740004,0.1717310359276831,0.03833209609675687,3.553312289671805
21,71,0.8,0.06,0.01,0.4,0.25,0.05,3.7241641093115545
0,17,0.7204196436805652,0.05071844084225595,0.014078941172733905,0.46600445054937156,0.11563513353504239,0.005572838737447746,3.771910381117331
10,60,0.2,0.06,0.01,0.4,0.0805844315426955,0.05,3.7777591227387006
12,62,0.2,0.02,0.01,0.4,0.04532182389564867,0.0427782955360422,4.022960667378854
0,25,0.7477596868639813,0.030873298985324798,0.018561609099246562,0.8846196057344787,0.2397221099410206,0.03530639600466937,4.160494606100895
1,51,0.8,0.02,0.01,0.9,0.058521050046088575,0.05,4.234732697499341
0,18,0.5329487847667188,0.020251026852615178,0.01507561029456556,0.7789023403520696,0.13838530104085803,0.004645617484948598,4.256108332561052
30,80,0.2,0.06,0.05,0.9,0.25,0.05,4.290083348371072
3,53,0.2,0.02,0.05,0.4,0.19382441783533325,0.0073490677280369805,4.434847928022211
0,49,0.27930566084198655,0.05371713661141693,0.028073850564099848,0.5289824971393682,0.22212449747659269,0.04119196020684205,4.644414306542652
23,73,0.2,0.02,0.01,0.4,0.1598761131941183,0.018463601479375875,4.786777790587256
13,63,0.8,0.02,0.01,0.4,0.20787960336734457,0.05,4.880209826916683
27,77,0.2,0.034270334265988245,0.05,0.4,0.25,0.016534393344856808,5.093180590651168
9,59,0.2,0.02,0.05,0.9,0.17444356274047065,0.05,5.262617445046686
0,50,0.24098257058486344,0.05820292877741158,0.04628492959849537,0.4297187174460851,0.1739237345699221,0.04565457904770039,5.356444988395172
16,66,0.2,0.02,0.01,0.4,0.22779651543551033,0.013931192582347759,5.433822211817823
0,39,0.3660581766990945,0.04867192250359803,0.012358598612621428,0.4033777981484309,0.08066958950236439,0.014064692064500416,5.5095502609626505
0,11,0.7836239212136717,0.043505465799383816,0.022561950392089785,0.6840004318370484,0.06130878792256117,0.03997314034541603,5.75630871141848
0,8,0.21037611908372494,0.03976360086612403,0.04831963719166816,0.5930515976902098,0.21793421863801776,0.04939045273966622,5.807325229107198
22,72,0.8,0.02,0.05,0.4,0.25,0.05,5.91920071904059
19,69,0.8,0.06,0.05,0.9,0.25,0.014741881601297874,6.577480145142832
0,34,0.22613818231597543,0.022359878727979957,0.0343467032443732,0.5638736520847306,0.0554131421521306,0.0202532019165298,6.745432499805243
7,57,0.2,0.02,0.01,0.4,0.25,0.05,6.815024191525947
0,40,0.21341501725278797,0.040177410884946585,0.04233005584720522,0.8577292214939372,0.06846677748411893,0.036468386479876935,7.231507373595701
0,28,0.34206852256879217,0.05557101975809782,0.017349131853319703,0.8347012801840902,0.09915386852137745,0.024517775876373053,7.576381873728544
0,22,0.732364782509394,0.04211659394595772,0.04947573017608375,0.8070148355909623,0.21157129094451665,0.0015425708421692253,9.737135951132743
0,19,0.5767479139110074,0.024926128937676546,0.012743936285749078,0.6416413551126607,0.0453363487817347,0.021270389212151058,9.95521454266141
0,26,0.5230348626049237,0.02424758645072579,0.0399908215880394,0.6128428721544333,0.0394050908382982,0.0281243701496115,10.270485146543098
0,1,0.43959939820598815,0.05029641028512269,0.010012418141774834,0.7914852139656432,0.18180037915408612,0.002289768022801727,10.591511121088816
0,14,0.7663680463545026,0.0370520787563175,0.02549790745060891,0.8489203353482299,0.10479879911914466,0.015807267698836516,11.187111957838027
0,20,0.4891880401484669,0.031297268345952034,0.028490255435183645,0.8224288984341548,0.0837371801547706,0.010375831402088517,11.72969356674376
0,16,0.793367104058154,0.030266988487914204,0.04460084918737412,0.6074593129009008,0.01083332511857152,0.031497622188208625,33.52361201368909
0,9,0.686882799222134,0.026267512261308728,0.04164539891947061,0.5005460470169782,0.025738523531705138,0.009524686993258074,34.401156647064425
0,12,0.7066759981559589,0.028512708978168665,0.03691316241361201,0.8166367281088606,0.022309440219029784,0.0255765932161035,36.84147450552913
0,13,0.757463006667793,0.03500254809260368,0.013611963770911098,0.4306339438026771,0.01540595131777227,0.018753772246120497,42.294062697228625
0,27,0.6550924789914863,0.05700817537680268,0.033307114297524094,0.7247615318954923,0.050853007793799046,0.011416865463890136,62.30103648555666
0,6,0.41485468179732565,0.049303097185865036,0.024122910059429705,0.5750321687734686,0.03462405183203518,0.007751216621166095,69.32258355572051
