Epoch,Iteration,nu,p,r,beta,eta,tau,error
0,30,0.379025969,0.040943654,0.036085737,0.603179349,0.182741826,0.037507505,3.45869202
9,59,0.2,0.02,0.045,0.5,0.175688536,0.001,3.480592373
0,22,0.767703927,0.058530635,0.028422187,0.844903249,0.134731962,0.035233394,3.61086931
0,3,0.525722521,0.05572772,0.035604186,0.675263913,0.223414023,0.005962758,3.642631711
0,10,0.453450133,0.04471583,0.029334552,0.722503892,0.186647862,0.002530285,3.665051355
0,40,0.289378478,0.033019878,0.032006227,0.501329682,0.193016816,0.020182351,3.720127166
1,51,0.8,0.02,0.045,0.9,0.25,0.04,3.877961259
20,70,0.8,0.02,0.045,0.5,0.25,0.024732035,3.992968807
17,67,0.8,0.06,0.045,0.9,0.25,0.026341076,4.024027469
0,35,0.486705892,0.027257122,0.034316997,0.822177584,0.199350841,0.001072513,4.086244856
8,58,0.2,0.02,0.025,0.5,0.034523795,0.04,4.547086039
4,54,0.2,0.02,0.025,0.5,0.25,0.001,4.628163277
11,61,0.8,0.02,0.045,0.5,0.207951692,0.04,4.629316671
0,45,0.214512623,0.025665712,0.039023977,0.556658809,0.164862329,0.030544014,4.715305237
0,9,0.201384541,0.046467442,0.032395879,0.576013383,0.242125745,0.029152155,4.823141743
12,62,0.2,0.02,0.045,0.9,0.222604005,0.04,5.026040938
0,49,0.605126968,0.043042926,0.030353271,0.60506795,0.082760219,0.022394,5.307422551
0,46,0.437055842,0.024021803,0.040663157,0.7836686,0.053535626,0.026446375,8.075311615
0,42,0.695237633,0.059955597,0.027771069,0.697901088,0.091519593,0.023670352,8.253675998
0,47,0.648902854,0.028448638,0.025817142,0.737598475,0.04859308,0.031172719,8.766114241
0,44,0.506012169,0.025590859,0.042799973,0.571218363,0.042429192,0.026778668,9.444811687
2,52,0.2,0.06,0.025,0.9,0.068871309,0.04,9.476421288
0,20,0.347035466,0.044939045,0.036842168,0.545559339,0.081453096,0.014187399,9.503529181
0,24,0.71580229,0.048461455,0.033807014,0.808282654,0.203924594,0.007017844,11.15826461
0,32,0.622960849,0.031589158,0.026681154,0.840006622,0.145036812,0.00357379,12.24628599
0,37,0.489397083,0.035745969,0.034625103,0.753752599,0.093976899,0.004710795,12.79714548
0,36,0.658792233,0.038776595,0.041767224,0.633182909,0.065170245,0.019695193,13.64964122
0,16,0.238431656,0.052249551,0.0418933,0.664961622,0.059152973,0.02525875,17.01759334
0,18,0.612973384,0.047391299,0.036447349,0.62275819,0.033080741,0.036304633,17.54254055
0,7,0.228590971,0.057153963,0.02989187,0.510940307,0.071354451,0.012721401,18.13914898
0,43,0.543421067,0.030540269,0.03313259,0.830788388,0.019570505,0.038365911,20.24670839
0,11,0.799808594,0.022858819,0.033674099,0.869263204,0.073212191,0.008188544,20.52380123
0,29,0.281307264,0.040502596,0.044636246,0.818974066,0.044691989,0.024591686,28.61312639
0,17,0.388671732,0.046202591,0.025575587,0.683682887,0.035128102,0.021246932,36.39364567
0,19,0.755261448,0.050305465,0.031064693,0.860086451,0.025448951,0.031470903,43.49269276
0,13,0.299880985,0.020795969,0.043984925,0.526346877,0.013760371,0.00530304,51.3301574
0,34,0.724820168,0.05393262,0.04115885,0.745858634,0.021384892,0.016142954,121.0351154
