Epoch,Iteration,nu,p,beta,eta,tau,error
29,79,1,0.002,0.5,0.225,0.0423971142381309,5.5454432379733944
20,70,0,0.06,0.5,0.225,0.075,5.560140921224404
33,83,0,0.002,1,0.06894554024788155,0.075,5.661984768087802
0,29,0.5471191542083398,0.009668001862559467,0.6841055869916454,0.011110653980984353,0.03037792581017129,5.750609874744686
45,95,0,0.002,1,0.19954237180266163,0,5.898027129009295
48,98,0,0.002,0.738348410247952,0.225,0.016248253326359114,6.144925851411265
38,88,0,0.002,0.5,0.13026396021091216,0.075,6.1796080557163435
35,85,0,0.002,0.9387206170141384,0.225,0.06293846000630411,6.189054256535695
0,30,0.10992103382013738,0.03321617143132724,0.5088325455738232,0.06602139709121548,0.025933779125218277,6.219122379226905
10,60,0,0.002,0.5,0.225,0.06472757194772483,6.2663391289118975
34,84,0,0.002,1,0.18627763229208502,0.075,6.289622264101556
4,54,0,0.002,0.5,0.19311401878079623,0.075,6.32130199407291
26,76,1,0.002,0.5,0.225,0.075,6.3745429568540235
37,87,0,0.002,0.7816019327652113,0.225,0.06816495782029612,6.42454594653648
21,71,1,0.06,1,0.225,0.036373312451881384,7.904278130907662
0,39,0.6633668724587187,0.05113580385486595,0.6640712182968855,0.1080658770367736,0.006999780560145155,10.214707667589071
0,32,0.09468282309826463,0.02305622410953976,0.8482689316780306,0.06223644113657065,0.016985314745921642,10.228710385340001
0,41,0.9663865729235113,0.01855704121896997,0.9921874938555992,0.0695667383603286,0.020345752675202677,10.59370611695941
5,55,1,0.06,1,0.17303338655628295,0.028220091181899228,10.704439347051173
0,45,0.737789141824469,0.03699343061400577,0.7613681263453327,0.057348860757309016,0.025474623968359082,14.389938898014467
0,20,0.0022332948073744774,0.05857853549724445,0.534802857588511,0.07805188695061953,0.015844349437742496,14.584623818841544
0,36,0.3862752632331103,0.03946825509558432,0.5806165719032288,0.0177327207676135,0.04204830679739825,17.12006098768124
0,50,0.8659129888145253,0.03867727195687592,0.9029840021743439,0.02147067515621893,0.049079719739849675,18.002331864259656
0,48,0.6350365670723841,0.046001347392015154,0.9830518106673845,0.008758892314159312,0.0737766569161322,18.15418890011043
44,94,0,0.06,1,0.01738574700086231,0.075,19.397931472389708
0,4,0.1644065523892641,0.05712065430999733,0.8956028140871786,0.026882746417773887,0.043728785237646665,24.001274709894787
0,25,0.5973269623005762,0.027133898384664207,0.9474507285142317,0.04589668441331014,0.010967307114740834,46.55260185498205
0,38,0.4232828394928947,0.059362323265373704,0.5749300420773216,0.04323365382780321,0.012162816884228959,53.399546975774896
0,7,0.21597953143063933,0.055425567503627385,0.8162351650767959,0.031101003985153513,0.02128188903594855,70.22396906594844
0,42,0.9129661813238635,0.019515122344177217,0.8208326544682496,8.249058744404465e-4,0.018519913200172596,98.2173087948191
15,65,1,0.06,1,0.14213731044055114,0,120.17893672980887
