Epoch,Iteration,nu,p,r,beta,eta,tau,error
7,47,0.2,0.06,0.025,0.9,0.1779981186137638,0.02,2.31859131968442
0,2,0.4483784897322767,0.0520040520770126,0.02872331057826523,0.7293295797891914,0.11362229761638447,0.019124243654106976,2.3196585378071988
0,5,0.7474161665164867,0.04641071843152167,0.025371337259799478,0.6247653031675146,0.16070137413888008,0.0163022872437723,2.4945097733418784
4,44,0.2,0.03,0.025,0.9,0.09795217817777085,0.02,2.5185645959670713
0,35,0.6780417704430874,0.05019519713980844,0.031101966169720982,0.6662567343749106,0.1373431684341631,0.010947834832797525,2.524981942021476
15,55,0.2,0.03,0.025,0.9,0.18933737556942365,0.005,2.5325923452738666
14,54,0.8,0.03,0.04,0.5,0.2,0.02,2.534690780715368
0,11,0.21868873891187834,0.05978134562121704,0.033610053174081264,0.5462535214540549,0.19346639400493587,0.011648752937064272,2.576168081213298
0,6,0.564961747849593,0.03299666876293486,0.038372411099844614,0.7423288910393603,0.18723683367366906,0.0068509454436716626,2.591512803892905
6,46,0.20000000000000004,0.06,0.025,0.9,0.2,0.005,2.615434124515997
1,41,0.2,0.03,0.025,0.5,0.08292628376958536,0.02,2.7997065403428554
16,56,0.2,0.03,0.04,0.9,0.1729844826496303,0.02,2.8023184222113167
0,18,0.3065635507635307,0.03328641270473599,0.03768818577140337,0.6160676636779681,0.18126523871906103,0.019440166301123097,2.8264753872878776
18,58,0.2,0.06,0.025,0.6176205993842069,0.2,0.02,2.86885562400379
0,29,0.5168016605859157,0.05664787970704492,0.02999712071250542,0.5270720508368686,0.10391691280150554,0.011353449911111965,2.9619001987983893
0,12,0.48869233476929375,0.05101403587107779,0.02620007709611673,0.6776291583362035,0.14707774606795285,0.006313507961225696,3.050794025397752
0,10,0.20213850892032498,0.036371697850583584,0.03419497133494588,0.7731801619241014,0.19969204928434925,0.015145280725701014,3.087636695352958
0,36,0.623145528365858,0.03720312107820064,0.027658894015534317,0.7302150970022194,0.15751093079830755,0.008271511959115742,4.1531934128948125
0,14,0.4114333451655694,0.04841147679946152,0.030259031045337906,0.8694466115301476,0.12224643482972171,0.017451192971726415,4.210516550274756
0,28,0.7638443796278445,0.038678240079316306,0.028106623189960375,0.797822910407558,0.14153157749184175,0.014971033138106576,4.8952028341007825
3,43,0.8,0.03,0.025,0.9,0.2,0.02,5.585613444504915
0,34,0.5981630871735979,0.05026830064260866,0.03622241286726785,0.6565618321369402,0.10637149420217612,0.005648077140009263,7.688604316664699
0,16,0.23351451173308307,0.05304364056751365,0.031435371967789255,0.8307008396438322,0.09433886900282232,0.012981677332078109,8.774323058262706
0,33,0.7857388576539235,0.04427191173640312,0.02980832334328443,0.6095645468006842,0.076449726880528035,0.013638650131615578,9.387043774820224
0,38,0.3397988164867275,0.039927889877522826,0.028920856496057242,0.8921937758591958,0.08902965213463176,0.010321707029186656,10.899506560589366
0,32,0.2925723150034901,0.04227969160652719,0.03548895361964242,0.7645546712027863,0.08436528824619019,0.009254225042503094,12.206115259578656
0,9,0.6640240026207176,0.04110542041668668,0.03204514242711594,0.8455677874991671,0.07371072714071489,0.018238527113891904,13.036502414055581
0,40,0.24579931362532081,0.031271144395926966,0.026648654579388677,0.8829448828217574,0.06093705422448693,0.013582377444021403,13.840526508203789
0,4,0.6487221757287626,0.05819888073834591,0.03805085861886619,0.5702955848071725,0.07097875620558625,0.017121324718609686,14.390355262023865
0,37,0.5508851007232443,0.042792667809175323,0.0308644371329865,0.8193372881226242,0.0998040343419416,0.00575999516423326,15.708904022503873
0,39,0.4308693002630025,0.03381652537244372,0.03479496552745695,0.8754407764761709,0.06324697472358821,0.01605825127387652,15.915602688686608
0,24,0.73345595512772,0.030697314099641517,0.02591202067694394,0.852102313011419,0.0666904917167267,0.012612325233843875,19.11155519702006
0,25,0.7247984656284099,0.032202430577483024,0.027484198324760657,0.8212159667653032,0.08033171138638864,0.00518153370579239,25.01160567351863
0,3,0.27063248537713663,0.04720810208487092,0.027240585017570994,0.7551360923284665,0.056788738340837884,0.01222718925040681,25.844055636971156
8,48,0.8,0.06,0.04,0.9,0.2,0.005,28.201632459893517
0,27,0.7787690039002337,0.05533197946002474,0.036776908208499666,0.8052889543143101,0.09562947132391855,0.007046177851327229,31.723623808167446
0,23,0.5422166167024989,0.05910649202397326,0.03903820254668244,0.6328060808801093,0.05273902650253149,0.009088208920729812,43.14849121369957
