Epoch,Iteration,nu,p,r,beta,eta,tau,error
11,51,0.9,0.06,0.025,0.5,0.1193374160519887,0.02,0.9819142692721878
0,30,0.5868656633747742,0.0309157993660192,0.08971898794654407,0.6771704666526057,0.1291852475819178,0.016153003422688925,1.1102442949874047
9,49,0.9,0.06,0.33569702981353067,0.9,0.2,0.005,1.1489622603814713
3,43,0.9,0.06,0.12101714858462051,0.5,0.2,0.005,1.2093877476026598
0,10,0.6976461923588066,0.05638195349246962,0.23748342250139104,0.6033270897064358,0.14709325859148523,0.007617885422165273,1.382613057245164
0,19,0.21984810172114522,0.03313652527949307,0.04948304411169374,0.8968487498466857,0.13889899372676157,0.012966178971953922,1.4962294443128785
0,27,0.5224465959286317,0.03917708282946841,0.2855256869172445,0.7533057165937498,0.13534146507474365,0.015743261045397958,1.503869352777526
0,11,0.8301530413841829,0.038106120649958025,0.1533843131714093,0.5014889438333922,0.08490847915847553,0.011620885389333126,1.5990899886390642
12,52,0.9,0.04000171248721552,0.025,0.5,0.13428778334107672,0.005,1.639945202077955
0,31,0.42050146869849414,0.042309560345951465,0.12149010327251744,0.8715938967978583,0.17801955774251838,0.012511291997885565,1.6947647106470498
0,34,0.6570769877778366,0.0430590970737976,0.4171536209822807,0.8362946139858105,0.15179320113209543,0.006602738149202196,1.8236214392218857
0,18,0.47654505376704037,0.046318058503791684,0.04392784144205507,0.7026240581599995,0.19381904752663104,0.010922750196972628,1.8289464666117503
0,20,0.71432320906315006,0.04005407121236203,0.3192382094313507,0.6105594771052711,0.09847757550072857,0.017567599212692585,2.0274165413628573
0,39,0.4935436253948138,0.03236741234891815,0.13887706294859528,0.7498020671471022,0.16959950666554507,0.008415984175051563,2.0448591784353782
0,36,0.8803975933324546,0.03701150639442494,0.14805122727382694,0.5374747693212703,0.15989794453285872,0.0171553323630651,2.1047974130378933
0,32,0.8550610476033763,0.04096714849071577,0.24796259754817582,0.8417172761494294,0.11777909465803534,0.00909024198766565,2.1068451473159353
0,25,0.32220380544196814,0.048399018555879594,0.3068926671012014,0.7717376297246665,0.14061313054960922,0.005015544478141237,2.1291658608237016
0,15,0.7897194968815894,0.05011857747577596,0.38585856183475703,0.8539628250920215,0.11615167097741506,0.015279293245781447,2.2117512500613556
17,57,0.5634450209486868,0.04668768718387266,0.025,0.5,0.2,0.02,2.307410394945536
0,38,0.6684987746831029,0.03183850538427942,0.17470789317274465,0.732350386197213,0.19879985179984944,0.014171071904682319,2.345135486127347
0,33,0.55118306702934206,0.052106025768269316,0.4493841699991026,0.7285211717500352,0.18679616176232233,0.010090014520217665,3.0479622465921876
0,13,0.5769236869737506,0.045727571139286737,0.26272563830643775,0.5753315375023522,0.09185744625894586,0.01111328774620779,3.0617629640302675
5,45,0.1,0.03,0.45,0.9,0.114635989681598,0.02,3.1900419511124545
0,2,0.27260632879566404,0.05562100350391119,0.19763580871484007,0.5219108939659782,0.16515768895071237,0.013918489344767294,3.2033643984617575
0,1,0.2255813892465085,0.05438470548129407,0.29661325232780655,0.5104561033239589,0.10955505420948614,0.019660143705608788,3.233923016586532
0,35,0.6367065654043108,0.030278155088599306,0.39074064945278225,0.8102119791437872,0.17667355863493867,0.01210340769845061,3.30363956673645
0,23,0.7493477761792019,0.05532462423294783,0.3399164108566765,0.5861210792604834,0.1568179254140705,0.016539050550520188,3.3342856166725428
0,5,0.25308478343766183,0.053727627803978974,0.25083332063702984,0.5652690006559715,0.11011594733630774,0.01491827131403261,3.4136310871694215
0,37,0.8066319455299527,0.03537666262005223,0.3325191582579282,0.6434484741045162,0.1725148335451377,0.014659446624747944,3.4792671615642696
2,42,0.1,0.03,0.1628618637184541,0.5,0.09046743530461712,0.02,3.523760207780174
10,50,0.1,0.040684778218573324,0.271140563952798,0.9,0.2,0.005,3.6431187656028725
0,14,0.5039281874801963,0.05904589330928865,0.43148002167828964,0.5552409682003782,0.15008998283301483,0.007659245002316311,3.6464208126737114
14,54,0.1,0.06,0.15449884638484196,0.7863744470552922,0.2,0.02,3.720316889740073
16,56,0.1,0.03990608298477208,0.025,0.6719380159175612,0.1590906651075712,0.02,3.751271778571376
19,59,0.1,0.06,0.45,0.9,0.2,0.016055443451779915,3.800614342404698
0,28,0.7286946908012032,0.04692319244169629,0.41876881669901195,0.7106101478729397,0.19055501016468046,0.01809676832178957,3.8041890231786546
0,4,0.19600240378640593,0.05998490792966914,0.3654655009608542,0.621261772797443,0.18246424968878278,0.007235456503753085,3.8984336016996872
7,47,0.1,0.03,0.025,0.9,0.2,0.02,4.0052889751181855
20,60,0.9,0.06,0.30038480806707907,0.5,0.2,0.013468891289534542,4.026313439676112
15,55,0.1,0.03,0.17536560374849297,0.9,0.12303781885002614,0.02,4.11771195711684
0,21,0.3090520815830678,0.038262078045518136,0.34818436828791166,0.6897846949659288,0.08101729527203134,0.008209360820183064,4.270392362014913
0,24,0.4012886322895065,0.041942655570222996,0.06437869138389943,0.7878312453092076,0.1045412811206188,0.01848077734131948,4.297579160387609
0,40,0.2810192657727748,0.03442579636891605,0.06988208637427307,0.8606868471065536,0.12614120661164635,0.005804816373041831,4.607511206556051
0,29,0.3414276841329411,0.050502387290820475,0.10950106351010619,0.7990856118523516,0.12219229335460115,0.010276700878661359,4.645187475563209
6,46,0.1,0.03,0.025,0.5,0.2,0.005,4.796375916609861
0,26,0.45442332379519945,0.04491740698646754,0.36247914590814617,0.8230135323363357,0.09099585000629305,0.012327626329788472,5.067902678547082
8,48,0.9,0.03443138811044845,0.45,0.5,0.2,0.005,5.0822697717809735
1,41,0.1,0.03,0.45,0.5,0.05,0.019999999999999997,5.098628259509941
0,8,0.14241313932463529,0.05759144481446128,0.27721540667174854,0.7615650233975613,0.1020513925384148,0.018827720536326524,5.135350735866945
0,3,0.1768539398116991,0.03466884724603733,0.1732834765773441,0.5938751142378896,0.07624069276353113,0.005398022130073514,5.280181980464113
18,58,0.1,0.06,0.45,0.566960986382411,0.07095770320296488,0.02,7.1340996190868395
0,6,0.8740432978793978,0.05131815603934228,0.3982966138623306,0.6613450076896698,0.06862162032717606,0.0064334828993596604,7.523341309061373
0,9,0.6183412406314164,0.053246117338130713,0.18700624175573466,0.5406726463255472,0.05752123369980837,0.016946768730849725,7.97725696444007
0,16,0.13168280649464578,0.03642564753745682,0.1163726659861277,0.6538346264441498,0.06223045085469494,0.019258669428469148,10.188489891922426
0,12,0.7673906474001706,0.0584539108039462,0.22350029414112213,0.6340111898141914,0.06996549747826067,0.009596311804809375,10.992182017472253
0,17,0.3654428781662137,0.04756167865771567,0.21365967507212189,0.6970442508021369,0.05488863247592235,0.018979441154166124,13.627267401187767
4,44,0.9,0.06,0.025,0.9,0.15691180400077226,0.02,13.630974858225407
13,53,0.9,0.03,0.025,0.9,0.2,0.005,23.592184668946665
0,22,0.1101314449403435,0.04351471773034427,0.08370510860637297,0.8802737928833813,0.07970949012582423,0.009363324842299334,23.78263266667275
0,7,0.3846151195885613,0.04944432486937148,0.03499434487195686,0.8031536119198427,0.05146967665932607,0.013358864386973437,44.07185493195431
