Epoch,Iteration,nu,p,r,beta,eta,tau,error
0,36,0.5651121064793552,0.007243890997429845,0.03591550941113383,0.4246789298934163,0.005415326689835638,0.03431105355732143,4.165477759124162
2,42,0.1,0.005939509199884878,0.01,0.6285108572935738,0.05,0,4.2294322290134705
0,18,0.8716814909921958,0.007620899982529227,0.0893406341057853,0.4652226524282014,0.047141504389001054,0.013025045269459952,4.4153286827867335
22,62,1,0.004175986678113646,0.1,1,0.05,0.05,4.44793195416295
23,63,1,0.00858291523198196,0.01,0.6850316275607387,0.05,0,4.495766315910595
0,16,0.6567604571231641,0.0181206693254062,0.025662997195613574,0.3403459817083785,0.03002845146169421,0.04313666776259197,4.503033555787539
0,19,0.8345860948390327,0.0047880538015859205,0.04072481898870319,0.6509638332319445,0.022695772005245092,0.04742898435099051,4.79738008153069
0,10,0.330552240255638,0.008018890473677312,0.08035762314591557,0.8479999823105753,0.02955001825175714,0.04204968751437264,4.849510641488216
14,54,1,0.002,0.01,0.8634235542159805,0.05,0.035113388255227494,4.903578125474643
3,43,1,0.017346398044701804,0.1,0.3,0.05,0.019791628520088964,5.251561662709148
0,9,0.4461158746579895,0.01333644500214141,0.054277961039042574,0.6397773687250445,0.025425623391638508,0.045006266597192736,5.3336367245100185
13,53,0.1,0.0052015207022049915,0.1,0.7179040838113897,0.028031831171708113,0.016043599438837312,5.4208246513387355
0,24,0.18323904301796573,0.012555533600063064,0.08242111282673432,0.45150709853798615,0.04453282927453984,0.017901690507133024,5.518642121722351
0,23,0.5179208898800426,0.008653965471358972,0.0914765505871037,0.7529204846883658,0.0047134472423931584,0.025851968878123445,5.655326932082213
35,75,1,0.020000000000000004,0.1,0.3,0,0.05,5.749982126698745
0,3,0.306839132726891,0.004144287372555119,0.0194397464292706,0.3670603027124889,1.6711343225324528e-4,0.027614773825043817,5.817056517332618
18,58,0.1,0.008718535074647132,0.01,0.3,0.0403907152122004,0.011763439869625122,5.894708677598166
0,22,0.9107692636642605,0.014588321087998339,0.0786757420867216,0.6852995237690629,0.007513064984232188,0.048682046681351496,5.991788884588941
0,35,0.46667916579463053,0.019313781660271347,0.06723238844232401,0.5035415835602908,0.0404664738761494,0.021849760265322402,6.240101514041575
32,72,1,0.008157592132797188,0.1,0.3,0.01849039940895326,0.029368669002097666,6.3369228081604945
4,44,0.1,0.002,0.1,0.7043997170613061,0.0096211814620164645,0,6.380470335314617
0,20,0.2237271316588158,0.011461311056464911,0.03050368795072427,0.398474769530585,0.02225613681453979,0.037889459037105555,6.450009577043266
8,48,1,0.002,0.1,0.5494072825913354,0.015501703777033082,0.019365389878480403,6.566350745839692
33,73,0.1,0.010813665121103159,0.1,1,0.05,0.05,6.652875046310985
16,56,0.1,0.01669532403476484,0.1,0.6632702567610312,0.05,0.031425387566867545,6.743487684298351
11,51,0.1,0.002,0.1,1,0,0.029224081454461644,6.990342568838225
9,49,0.1,0.005140602048395428,0.1,0.3,0.03180635354728913,0,7.184581189397518
0,40,0.8529145455360413,0.017308899302128707,0.0697689125694451,0.8043036840466082,0.0480163857806474,0.015030601965263485,7.223223554705461
21,61,1,0.01344812884544721,0.1,0.3,0.03439573604211145,0.05,7.25977210079434
0,28,0.3751490001427009,0.018588439235999253,0.03326591426256346,0.37601561399875205,0.024184384258405772,0.01748008340538945,7.552658070565795
6,46,0.1,0.002,0.01,1,0.029270158074897648,0.028010637537485113,7.6319402837020895
0,11,0.5992437872738811,0.003196843219606672,0.07091163751709974,0.4870033005962614,0.020085714285087305,0.04918781041167677,7.881281229306704
0,6,0.27714511776051953,0.008784098175435795,0.06142956886172761,0.9186979127442463,0.009412907478981651,0.026930294282210526,7.908446045967152
28,68,0.1,0.002,0.01,0.3,0.05,0,8.291863376914645
0,2,0.13200706480187363,0.0034678431866690517,0.0879365641324548,0.3301316865882836,0.03935573285649298,0.037333165127492976,9.379295198976518
0,17,0.254274641275988,0.01131750002623303,0.02914644910738571,0.6757397001277422,0.02788663264189381,0.004851635217783042,10.230937990710768
0,12,0.1082311935821781,0.016669306004547982,0.06529275112063625,0.6080528164672432,0.0017389719246421011,0.04115824037842686,12.229174524564035
0,21,0.39423093913879714,0.016186479542776945,0.08457757639797638,0.5332944516744464,0.006844437392137479,0.022624844471283725,12.931816147702627
0,26,0.16122239583695774,0.014677670925750863,0.038311418703407984,0.4106489870138466,0.0025653410438098946,0.02046791015658528,15.016028883833512
7,47,1,0.002,0.01,0.7018979775665379,0,0,15.487779256780694
0,5,0.902570188314421,0.018914444874541372,0.0569525290481397,0.9682627724629127,0.01233086918044137,0.03540303565823706,16.654550910218006
12,52,1,0.006319780035749767,0.01,1,0,0.03756112200635404,17.352535018644165
